Column,Count_1
outrosSintomas_ESPIRRO_E_CONGESTÃO_NASAL,5
outrosSintomas_CONGESTÃO_NASAL_E_FADIGA,5
outrosSintomas_CONGESTÃO_NASAL_E_DOR_NO_CORPO,5
outrosSintomas_DOR_NOS_OLHOS_E_MIALGIA,5
outrosSintomas_Contato_com_Positivo,5
outrosSintomas_PCT_PSP,5
outrosSintomas_CONGESTÃO_NASAL_E_NAUSEA,5
outrosSintomas_Perda_de_paladar,5
outrosSintomas_MIALGIA/ARTALGIA,5
outrosSintomas__DOR__NO__CORPO,5
outrasCondicoes_ANSIEDADE_GENERALIZADA,5
outrosSintomas_CALAFRIOS_E_DIARREIA,5
outrosSintomas_ESPIRROS_E_MAL_ESTAR,5
outrosSintomas_Chiado_no_peito,5
outrosSintomas_SIALORREIA,5
outrosSintomas_astenia_e_mialgia,5
outrosSintomas_DIARREIA_E_CALAFRIOS,5
outrosSintomas_EGR,4
outrosSintomas_DOR_ABD_,4
outrosSintomas_Perda_de_olfato,4
outrasCondicoes_MÁ_CIRCULAÇÃO,4
outrasCondicoes_HIPOTENSÃO,4
outrasCondicoes_INSUFICIENCIA_CARDIACA,4
"outrosSintomas_TOSSE,CORIZA",4
outrasCondicoes_dor_no_peito,4
outrosSintomas_CONTATO_COM_PACIENTE_POSITIVADO,4
outrosSintomas_HEMIPARESIA,4
outrosSintomas_ESCOTOMA,4
outrosSintomas_Dorsalgia.,4
outrosSintomas_DOR_NO_ROSTO,4
outrosSintomas_MIALGIA/ASTENIA._DOR_ABDOMINAL._NAUSEA/VOMITOS.,4
outrosSintomas_ODINOFAGIA_E_CONGESTÃO_NASAL,4
outrasCondicoes_CALCULOS_RENAIS,4
outrasCondicoes_Hipertensao_Arterial,4
outrosSintomas_VOZ_ROUCA,4
outrosSintomas_OLHOS_E_FADIGA,4
outrasCondicoes_porém_já_havia_vacinação.,4
outrosSintomas_CONTATO_COM_PESSOA_INFECTADA_COM_COVID-19,4
outrasCondicoes_hta,4
outrasCondicoes_transplante_renal,4
outrosSintomas_congestao_nasal_e_mialgia,4
outrasCondicoes_OSTEOSSARCOMA,4
outrosSintomas_OTALGIA.,4
outrasCondicoes_Lactente_sibilante,4
outrosSintomas_DIARRÉIA_E_MIALGIA,4
outrasCondicoes_LACTANTE.,4
outrasCondicoes_INSUFICIENCIA_RENAL_CRONICA,4
outrosSintomas_MAL__ESTAR,4
outrasCondicoes_sindrome_gripal,4
outrosSintomas_PACIENTE_DEU_ENTRADA_EM_PCR,4
outrasCondicoes_MIASTENIA_GRAVIS,4
outrosSintomas_CAIMBRAS,4
outrosSintomas_DOR_ABDOMINAL_E_VÔMITO,4
outrosSintomas_secreção_esverdeada,4
outrasCondicoes_EXAME_REALIZADO_PARA_TRANSFERENCIA,4
outrosSintomas_DIARÉIA,4
"outrosSintomas_DOR_NO_PEITO,VOMITO",4
outrasCondicoes_DOR_NAS_COSTAS,4
outrasCondicoes_REFLUXO_URINARIO,4
outrosSintomas_dor_em_articulações,4
outrosSintomas_OLHOS_INCHADOS,4
outrosSintomas_NAUSEAS_E_MIALGIA,4
outrasCondicoes_C.A_MAMA,4
outrasCondicoes_MIGRÂNEA,4
outrosSintomas_ALTRALGIA,4
outrasCondicoes_SEM_COMORBIDADE.,4
outrasCondicoes_sem_relato,4
outrasCondicoes_ESPOSA_POSITIVA,4
outrosSintomas_há_2_dias.,4
outrosSintomas_MIALGIA_E_NÁUSEA,4
outrasCondicoes_INTERNAÇAO,4
outrasCondicoes_melanoma,4
outrasCondicoes_tdah,4
outrasCondicoes_ESCLERODERMIA,4
outrosSintomas_nausea_e_vomito,4
outrosSintomas_CANSAÇO_E_FALTA_DE_AR,4
"outrosSintomas_CALAFRIOS,FRAQUEZA",4
outrasCondicoes_GORDURA_NO_FIGADO,4
outrasCondicoes_ALERGIA;_AMOXICILINA,4
outrasCondicoes_HSA,4
outrasCondicoes_SOPRO_CARDÍACO,4
outrasCondicoes_odinofagia,4
outrasCondicoes_Monitorado,4
outrasCondicoes_CA_DE_PANCREAS,4
outrasCondicoes_HAS_controlada,4
outrasCondicoes_arritimia_cardiaca,4
outrasCondicoes_TRISSOMIA_DO_21,4
outrasCondicoes_HAS._TRANSFERÊNCIA,4
outrasCondicoes_SEM_INFORMAÇÕES,4
outrosSintomas_EMESE+_MIALGIA,4
outrosSintomas_BRADICARDIA,4
outrasCondicoes_DPOC/ASMA,4
outrosSintomas_DOR_NO_ABDOMEN,4
outrosSintomas_DESCONFORO_RESPIRATORIO,4
outrosSintomas_DIFICULDADE_PARA_RESPIRAR.,4
outrasCondicoes_TETRALOGIA_DE_FALLOT,4
outrasCondicoes_DOENÇA_NEUROLÓGICA_CRONICA,4
outrasCondicoes_D._NEURO,4
outrosSintomas_MIALGIS,4
outrasCondicoes_Depressão_e_ansiedade,4
outrosSintomas_DESC._RESPIRATÓRIO+_VÔMITO,4
outrasCondicoes_Embolia_Pulmonar,4
outrosSintomas_DESCONFORTO_RESP.,4
outrosSintomas_NEGA_CONTATO_COM_POSITIVO_,4
outrosSintomas_DOR_EM_OROFARINGE,4
outrosSintomas_DIARREIAS,4
outrosSintomas_Dor_Muscular,4
outrosSintomas_VOMITOS_NAUSEAS,4
outrosSintomas_CEFALEIA_E_TONTURA,4
outrosSintomas_e_dor_de_cabeça,4
"outrasCondicoes_RENITE,SINUSITE",4
outrasCondicoes_DOR_NOS_OLHOS,4
outrasCondicoes_não_realizado_testagem,4
outrasCondicoes_Doador_de_córneas,4
outrosSintomas_sintomatica,4
outrosSintomas_DESVIO_DE_COMISSURA_LABIAL,4
outrasCondicoes_DISTURBIO_PSIQUIATRICO,4
"outrosSintomas_DOR__NO_CORPO,",4
outrosSintomas_garganta_arranhando,4
outrosSintomas_MIALGIA_DIFUSA,4
outrosSintomas_odinofalgia_,4
outrasCondicoes_PR´É-OPERATÓRIO,4
outrasCondicoes_SEM_COMORIDADES,4
outrasCondicoes_CENTRO_DE_ATENDIMENTO_AO_COVID,4
"outrosSintomas_dor_no_estomago,",4
outrosSintomas_nega_contato_com_positivo_,4
outrasCondicoes_N.A,4
outrasCondicoes_NAO_REFERE,4
outrosSintomas_DOR_BDOMINAL,4
outrosSintomas_MIALGA,4
outrasCondicoes_especial,4
outrosSintomas_pre_operatorio,4
outrosSintomas_DORES_NO_CORPO_E_VOMITO,4
outrasCondicoes_SURDEZ,4
outrasCondicoes_P´RE_DIABETES,4
outrasCondicoes_SINUSITE_E_RENITE,4
"outrosSintomas_DOR_NOS_OLHOS,DOR_NO_CORPO",4
outrasCondicoes_HIPERTENSÃO__ASMA,4
outrosSintomas_ganglios,4
outrasCondicoes_PÚRPURA,4
outrasCondicoes_NAO_RELATADO,4
outrasCondicoes_TESTAGEM_MUSTARDINHA,4
outrasCondicoes_Doença_Cérebro-Vascular,4
outrasCondicoes_HIPOTENSAO,4
outrosSintomas_Mal_estar_geral,4
outrasCondicoes_PACIENTE_SEM_COMORBIDADE,4
outrosSintomas_MIALGINA,4
outrasCondicoes_EUPNEICA,4
outrasCondicoes_ASMA_E_RENITE,4
outrasCondicoes_CANCER_DE_TIREOIDE,4
outrosSintomas_DDA,4
outrosSintomas_dor_atrás_dos_olhos,4
outrosSintomas_INSUFICIÊNCIA_RESPIRATÓRIA,4
outrasCondicoes_HIPERTRIGLICERIDEMIA,4
outrasCondicoes_NÃO_TEM.,4
outrosSintomas_dor_retroorbitral,4
outrasCondicoes_ARTRITE_REMATOIDE,4
outrosSintomas_PRESSÃO_ALTA,4
outrasCondicoes_TROMBOCITEMIA,4
outrasCondicoes_PORTADOR_DE_HIV,4
outrosSintomas_INSUFICIENCIA_RESPIRATÓRIA,4
outrosSintomas_cansaço_fisico,4
outrasCondicoes_pré_diabetes,4
outrasCondicoes_HPERTENSÃO,4
outrasCondicoes_doença_hepatica_cronica,4
outrasCondicoes_DEFICIENCIA_RENAL,4
outrosSintomas_FADIGA___DOR_ABDOMINAL,4
outrasCondicoes_INCLUINDO_HAS__HIPERTENSÃO,4
outrosSintomas_hiposmia,4
outrasCondicoes_HAS_E_ARRITIMIA,4
outrasCondicoes_NEUROBLASTOMA,4
outrasCondicoes_HAS_E_BRONQUITE,4
outrosSintomas_MIALGIA_CALAFRIOS,4
outrasCondicoes_influenza_tipo_A_reagente,4
outrasCondicoes_vômito,4
outrosSintomas_PERDA_DE_VOZ,4
outrasCondicoes_hepatopatia,4
outrasCondicoes_COAGULOPATIA,4
outrosSintomas_MIALGIA_CONGESTAO_NASAL,4
outrosSintomas_INFLUENZA_A_+,4
outrosSintomas_IRRITACAO_OCULAR,4
outrasCondicoes_ETILISMO_CRONICO,4
outrasCondicoes_PORTADOR_DE_PARALISIA_CEREBRAL,4
outrosSintomas_Peito_cheio,4
outrasCondicoes_INFLUENZA_A:_NEGATIVO_|_INFLUENZA_B:_NEGATIVO,4
outrosSintomas_ARDOR_OCULAR,4
outrosSintomas_CANSAÇO_E_NAUSEA,4
outrosSintomas_atralgia,4
outrosSintomas_MIALGIA_+_INAPETENCIA,4
outrasCondicoes_TROBOFILIA,4
outrasCondicoes_DEPRESAO,4
outrosSintomas_SATURAÇÃO_DE_O2_<_95%,4
outrosSintomas_FEZES_AMOLECIDAS,4
outrosSintomas_CANSAÇO_MIALGIA,4
outrosSintomas_ESPIRRO_MIALGIA,4
outrasCondicoes_sem_comorbidaes,4
outrasCondicoes_bronquite_alergica,4
outrasCondicoes_ESCLEROSE_SISTÊMICA,4
outrasCondicoes_ndn,4
outrosSintomas_otite,4
outrasCondicoes_não_informada,4
outrosSintomas_Dor_toraxica,4
outrasCondicoes_N~SO_INFORMADO,4
outrasCondicoes_DOENCA_RENAL_CRONICA,4
outrasCondicoes_GRAU_2,4
outrosSintomas_FADIGA_MIALGIA,4
outrosSintomas_EXPECTORAÇÃO_ESVERDEADA,4
outrasCondicoes_ESPONDILITE_ANQUILOZANTE,4
outrosSintomas_Tonteira.,4
outrosSintomas_DIARREIA_E_ENJOO,4
outrasCondicoes_cardiaco,4
outrasCondicoes_BRONCOPNEUMONIA,4
outrosSintomas_diarreia_e_calafrios,4
outrosSintomas_DOR_EM_BV,4
outrasCondicoes_PUERPERA/GESTANTE.,4
outrasCondicoes_EDEMA_AGUDO_DE_PULMÃO,4
"outrosSintomas_cançaso,",4
outrosSintomas_SANGRAMENTO_NO_NARIZ,4
outrasCondicoes_NAO_POSSUI_COMORBIDADES,4
outrasCondicoes_renite_alergica,4
outrasCondicoes_ETILISTA_PESADO,4
outrasCondicoes_doença_hepática_crônica,4
outrasCondicoes_NÃO_INFORMADO_PELA_FARMÁCIA.,4
outrasCondicoes_CASA_DAS_MÃES,4
outrosSintomas_estado_febril,4
outrosSintomas_SUDOROSE,4
outrasCondicoes_fibrimialgia,4
outrosSintomas_PACIENTE_EXTERNO,4
outrosSintomas_dor_no_corpo_e_cansaço,4
outrosSintomas_PROSTACAO,4
outrosSintomas_DIARREIA_VOMITOS,4
outrosSintomas_Dores_nas_costas,4
outrasCondicoes_DOENÇA_HEPATICA_CRÔNICA,4
outrosSintomas_CONGESTAO_NASAL_E_ESPIRRO,4
outrosSintomas_dor_abdominal_e_mialgia,4
outrasCondicoes_Influenza_B+,4
outrosSintomas_DOR_NAS_COSTELAS,4
outrosSintomas_TOSSE_DOR_DE_GARGANTA,4
outrasCondicoes_doença_autoimune,4
outrosSintomas_DOR_NO_PULMÃO,4
outrasCondicoes_ESPONDILOLISTESE,4
outrasCondicoes_Bronquiectasia,4
outrasCondicoes_não_tem.,4
outrasCondicoes_SINDROME_DO_OVARIO_POLICISTICO,4
outrasCondicoes_BARIATRICADA,4
outrosSintomas_tiragem_subcostal,4
outrosSintomas_ODINOFAGIA_E_MIALGIA,4
outrasCondicoes_NÃO_INFORMADO.,4
outrasCondicoes_RINITE/SINUSITE,4
outrasCondicoes_vitiligo,4
outrosSintomas_artralgia.,4
outrasCondicoes_PACIENTE_ASMÁTICA,4
"outrosSintomas_DESCONFORTO_RESPIRATORIO,DOR_NO_CORPO",4
outrosSintomas_CONGETÃO_NASAL,4
outrasCondicoes_CANCER_GASTRICO,4
outrosSintomas_cala_frio,4
outrasCondicoes_Labirintite,4
outrosSintomas_PIROSE,4
outrasCondicoes_HIPERTENSAO_(PRESSAO_ALTA),4
outrosSintomas_ESPIRANDO,4
outrosSintomas_DOR_TORACIA,4
outrosSintomas_SO2<95%,4
outrasCondicoes_DOENÇA_CARDÍACA,4
outrosSintomas_GRIPAS,4
outrasCondicoes_disturbio_do_paladar,4
outrasCondicoes_hipoteroidismo,4
outrosSintomas_DOR_BAIXO_VENTRE,4
outrasCondicoes_hipotoreoidismo,4
outrosSintomas_DOR_TORACICA_E_NAS_COSTAS,4
outrosSintomas_OBTRUÇÃO_NASAL,4
outrasCondicoes_PRÉ_DIABÉTICA,4
outrosSintomas_P_CIRURGIA,4
outrosSintomas_perda_de_peso,4
outrasCondicoes_HIPERTENSÃO_ASMA,4
outrosSintomas_AFTAS,4
outrosSintomas_SATURAÇÃO_02<95%,4
outrosSintomas_cervicalgia,4
outrasCondicoes_PÓS-BARIÁTRICA,4
outrosSintomas_ESPIRRO_E_MIALGIA,4
outrosSintomas_DIFICULDADE_PARA_DEAMBULAR,4
outrosSintomas_MIALGIA_FRAQUEZA,4
outrasCondicoes_ADINAMIA,4
outrasCondicoes_bronquite_asmatico,4
outrosSintomas_DOR_COPRPO,4
outrasCondicoes_NÃO_HÁ_INFORMAÇÃO_NO_PRONTUARIO,4
outrasCondicoes_CALCULO_RENAL,4
outrosSintomas_ALGIA_CORPORAL,4
outrosSintomas_pneumonia,4
outrosSintomas_DOR_RETRO-ORBITARIA,4
outrosSintomas_Gotejamento_Posterior,4
outrasCondicoes_CONVULSÕES,4
outrasCondicoes_Hipertensão.,4
outrasCondicoes_HIPERTENSÃO_ARTERIAL_SISTEMATICA,4
outrosSintomas_CONGESTÃO_NASAL__MIALGIA_/_ARTRALGIA__ADINAMIA_(FRAQUEZA),4
"outrosSintomas_diarreia,mialgia",4
outrasCondicoes_Fibrose_cística,4
outrosSintomas_suor_excessivo,4
outrasCondicoes_DOENÇA_HEMATOLOGICA_CRONICA,4
"outrosSintomas_MIALGIA,DOR_ABDOMINAL",4
outrosSintomas_dor_orofaringea.,4
outrosSintomas_DOR_NO_CORPO;_DOR_NAS_COSTAS,4
outrasCondicoes_TRISSOMIA_21,4
outrasCondicoes_HIPO_TIREOIDISMO,4
outrasCondicoes_HERNIA_UMBILICAL,4
outrosSintomas_AT_EXTERNO.,4
outrosSintomas_MIALGIA_CONG_NASAL,4
outrasCondicoes_TUBERCULO_SE_2º_MES_DE_TTO,4
"outrosSintomas_ASTENIA_,MIALGIA",4
outrosSintomas_ATENDIMENTO_EXTERNO_.,4
outrosSintomas_MIALGIA_+_CONTATO,4
outrosSintomas_Dor_muscular.,4
outrosSintomas_DOR_NO_CORPO_E_GRIPE,4
outrosSintomas_convulsao,4
outrosSintomas_MIALGIA_NAUSEAS,4
outrosSintomas_PRESSÃO_NO_TÓRAX.,4
outrosSintomas_CANSACO_FADIGA,4
outrosSintomas_DOR_NAS_COSTA_E_PERNAS,4
outrosSintomas_DOR_NO_CORPO/CANSAÇO,4
outrasCondicoes_FIBRIOMALGIA,4
outrosSintomas_astenia_e_espirros.,4
outrosSintomas_CEFALEIA_E_ASTENIA,4
outrosSintomas_mialgia_e_sudorese,4
"outrosSintomas_DIARREIA,SATURAÇAO_02<95",4
outrosSintomas_dor_no_corpo_e_diarréia,4
outrosSintomas_acompanhante,4
outrosSintomas_Mialgia_e_vômito,4
"outrosSintomas_FADIGA,CALAFRIOS",4
outrosSintomas_PERDA_DE_APETITE_E_DORES_MUSCULARES,4
outrasCondicoes_Hérnia_de_disco,4
outrosSintomas_Cianose_de_extremidades,4
outrosSintomas_DORES_E_DESCONFORTOS,4
outrosSintomas_SATURAÇÃO_O2_<95%,4
outrosSintomas_FEBRE.,4
"outrosSintomas_mialgia,calafrios",4
"outrosSintomas_MIALGIA,DIARRÉIA",4
outrosSintomas_NEGA_CTT+________________________________________________________________________________________________________________________________DO_LAR,4
outrosSintomas_ESPIRROS_E_DIARRÉIA,4
outrosSintomas_estado_gripal,4
"outrosSintomas_DESCONFORTO_RESPIRATORIO,DESSATURACAO",4
outrosSintomas_NÁUSEAS/VOMITOS,4
outrosSintomas_ARDENCIA_NASAL,4
"outrosSintomas_VÔMITOS,NAUSEAS",4
outrosSintomas_Dor_Retro_Orbitária,4
outrosSintomas_GARGANTA_INFLAMADA.,4
outrosSintomas_Dor_em_MMII_e_Fadiga.,4
outrosSintomas_SATURACAO_MENOR_95%,4
outrosSintomas_Artralgia.,4
"outrosSintomas_DOR_MUSCULAR_,PERDA_DE_APETITE",4
outrosSintomas_ANSEA_DE_VOMITO,4
outrosSintomas_inapetência.,4
outrosSintomas_CALA_FRIOS,4
outrosSintomas_DESCONFORTO_RESPIRATÓRIO_E_DOR_NO_CORPO,4
outrasCondicoes_DEFICIENCIA_MENTAL,4
outrosSintomas_Võmito,4
outrasCondicoes_INCLUSIVE_HIPERTENSÃO,4
outrosSintomas_dor_abdominal_e_diarréia,4
outrasCondicoes_DIPA,4
outrosSintomas_MIALGIA_E_DOR_OCULAR,4
outrosSintomas_Sonolência,4
outrosSintomas_diarreia_e_dor_de_ouvido,4
outrosSintomas_Mialgia;_Espirros,4
outrosSintomas_Epigastralgia,4
outrosSintomas_MIALGIA_E_ROUQUIDÃO,4
outrosSintomas_FADIGA_E_DORES_NO_CORPO,4
outrosSintomas_alt_apetite,4
outrosSintomas_vômitos_e_calafrios,4
outrosSintomas_vomito_e_dor_abdominal,4
outrasCondicoes_SEM_CORMOBIDADE,4
outrosSintomas_ANSIA_DE_VOMITOS,4
outrosSintomas_ardencia_ocular,4
outrosSintomas_Odinifagia,4
outrosSintomas_Dor_Mmii,4
outrosSintomas_DOR_NOS_OLHOS_E_CORPO,4
outrosSintomas_Dor_Toracica_Ao_Tossir,4
outrosSintomas_Contato_positivado,4
outrosSintomas_DORES_MUSCULARES_E_FALTA_DE_AR,4
outrosSintomas_Contato_Com_Positivo,4
outrosSintomas_Contactante_com_caso_positivo,4
outrosSintomas_DOR_NO_PEITO_E_FRAQUEZA,4
outrosSintomas_mae_Lucia_Olindina_Correa,4
outrosSintomas_Distúrbios_Gastrointestinais_e_Mialgia.,4
outrosSintomas_Dor_Na_Face.,4
outrosSintomas_CORPO_DOLORIDO,4
outrasCondicoes_TOSSE_PRODUTIVA,4
outrasCondicoes_AVC_ISQUEMICO,4
outrosSintomas_DIARREIA_E_CEFALEIA,4
outrosSintomas_internamento,4
outrosSintomas_não_nformado,4
outrasCondicoes_PRÉ_DIABETICO,4
outrosSintomas_DOR_ABDOMINAL_/_FADIGA,4
outrosSintomas_FALTA_DE_AR_E_DOR_NAS_COSTAS,4
outrosSintomas_epilepsia,4
outrosSintomas_ZUMBIDO_NO_OUVIDO,4
outrosSintomas_BAIXA_SATURAÇAO,4
outrosSintomas_COSGESTAO_NASAL,4
outrosSintomas_DIARREIA_E_ESPIRROS,4
outrosSintomas_HIPOTERMIA,4
outrosSintomas_SINTOMAS_GRIPAIS_DIVERSOS,4
outrosSintomas_Dor_Na_face,4
outrosSintomas_Naúseas,4
outrosSintomas_ASCITE,4
outrasCondicoes_ADENOMA_DE_HIPOFISE,4
outrosSintomas_dor_na_coluna,4
outrosSintomas_produção_de_escarro.,4
"outrosSintomas_vomitos,mialgia",4
outrosSintomas_Náusea/vômitos,4
outrosSintomas_MIALGIA_E_CEFALÉIA,4
outrosSintomas_DISTENSAO_ABDOMINAL,4
outrosSintomas_CORIZA_E_DOR_NO_CORPO,4
outrosSintomas_IRRITAÇÃO_NASAL,4
outrosSintomas_NAO_IDENTIFICADO,4
outrosSintomas_calafrios_e_dor_no_corpo,4
"outrosSintomas_cansaço,mialgia",4
outrosSintomas_DOR_CERVICAL,4
outrosSintomas_quando_realizou_teste_Covid_19._Refere_que_realizou_exame_Covid_(+)_e_sendo_medicada.,4
outrosSintomas_Mialgia_e_náuseas/vômitos,4
outrasCondicoes_ARTRITE_REATIVA,4
outrosSintomas_dor_de_garganta_e_tosse._refere_que_esteve_em_nosso_serviço_há_2_dias,4
outrosSintomas_há_4_dias_começou_apresentar_febre_38º.c__coriza,4
outrosSintomas_CALAFRIOS_DIARREIA,4
outrosSintomas_ALERGIA_NO_CORPO,4
outrosSintomas_Produção_de_Escarro,4
outrosSintomas_;;,4
outrosSintomas_Dificuldade_de_respirar,4
outrosSintomas_ESPIRRO_E_DOR_NO_CORPO,4
outrosSintomas_Diarréia_/_Mal-Estar,4
outrosSintomas_Cansaço_Físico,4
outrosSintomas_palidez,4
"outrosSintomas_CANSAÇO,VOMITO",4
outrasCondicoes_sinusite_e_rinite,4
outrosSintomas_DO_NO_ESTOMAGO,4
outrosSintomas_Cefaleia_Mialgia,4
outrosSintomas_OUVIDO_TAPADO,4
outrosSintomas_CONGESTAO_NASAL/MIALGIA/ASTENIA,4
"outrosSintomas_MIALGIA,VOMITOS",4
outrosSintomas_SATO2_<_95%,4
outrosSintomas_Dor_Na_Coluna,4
outrasCondicoes_INSUFICIÊNCIA_RENAL,4
outrosSintomas_vomito_dor_abdominal,4
outrasCondicoes_DEFICIENCIA_VISUAL,4
outrasCondicoes_dermatite_atópica,4
outrosSintomas_ictericia,4
outrasCondicoes_OTALGIA,4
outrasCondicoes_sintomático,4
outrasCondicoes_ETILISTA_/_TABAGISTA,4
outrasCondicoes_ASMA_MODERADA,4
outrasCondicoes_RINITE/ASMA,4
outrasCondicoes_ABCESSO_HEPATICO,4
outrosSintomas_OTALGIA_A_D,4
outrasCondicoes_HIPERTENSAO_PULMONAR,4
outrosSintomas_ALGIA_EM_MIE,4
outrosSintomas_CONGESTÃO_NASAL_E_CONJUNTIVAL,4
outrosSintomas_Dor_de_Barriga,4
outrosSintomas_OBST._NASAL,4
outrosSintomas_MAL_ESATR_GERAL,4
outrosSintomas_DOR_NAS_COSTAS_E_DOR_NO_PEITO,4
outrosSintomas_rouquidao_,4
"outrosSintomas_DESCONFORTO_RESPIRATORIO,SATURACAO",4
outrosSintomas_Assintomático,4
outrasCondicoes_INFECÇÃO_URINÁRIA,4
outrosSintomas_DIARREIA_E_EMESE,4
outrosSintomas_dor_no_fundo_dos_olhos,4
"outrosSintomas_CORIZA,MIALGIA",4
outrosSintomas_cansaço_e_mialgia,4
outrosSintomas_MIALGIA_GENERALIZADA,4
outrosSintomas_DOR_NAS_COSTAS_E_MIALGIA,4
outrosSintomas_CEFALEIA_DIARREIA,4
outrasCondicoes_alcoolismo,4
outrosSintomas_MIALGIA_E_MAL_ESTAR.,4
outrasCondicoes_HAP,4
outrosSintomas_DORES_MUSCULARES_E_ARTICULAÇOES,4
"outrosSintomas_mialgia,nauseas",4
outrasCondicoes_fraqueza,4
outrosSintomas_QUEIXA_DE_MIALGIA,4
outrosSintomas_DOR_NO_ABDOMEM,4
outrasCondicoes_AVC_ISQUÊMICO,4
outrosSintomas_DOR_ABDOMINAL_E_MIALGIA,4
outrasCondicoes_TENDINITE,4
outrasCondicoes_TRATAMENTO_PARA_CA,4
outrosSintomas_DOR_NAS_COSTAS_E_CANSAÇO,4
outrosSintomas_disinteria,4
outrosSintomas_CRISE_ASMATICA,4
"outrosSintomas_CEFALEIA,CANSAÇO",4
outrosSintomas_dor_de_ouvidos,4
"outrosSintomas_CALAFRIOS,ASTENIA",4
outrosSintomas_CONGESTÃO_NASAL_E_CONTATO_COM_POSITIVO,4
outrosSintomas_DORES_E_DESCOMFORTO,4
outrasCondicoes_DAOP,4
outrosSintomas_HIPOSATURAÇÃO,4
outrosSintomas_CONGESTAO_NASAL_E_DOR_ABDOMINAL,4
outrosSintomas_DOR_NOI_CORPO,4
outrosSintomas_Sem_Morbidade,4
outrosSintomas_dor_generalizada,4
outrosSintomas_fadiga_e_congestão_nasal,4
outrosSintomas_POSITIVO_PARA_INFLUENZA_A,4
outrosSintomas_diarreia_e_cansaço,4
outrasCondicoes_HI´PERTENSA,4
outrosSintomas_DOR_PERNAS,4
outrosSintomas_Mialgia_E_Congestão_Nasal,4
outrosSintomas_NÃO_RELATOU,4
outrosSintomas_dor_nos_olhos_e_corpo,4
outrasCondicoes_gestante_de_alto_risco,4
outrosSintomas_ALGIA_DORSAL,4
outrasCondicoes_Nao_tem,4
outrasCondicoes_Internamento,4
outrosSintomas_FALTA_DE_PALADAR_E_OLFATO,4
outrasCondicoes_tabagista_cigarro_de_palha,4
outrasCondicoes_TETRAPLEGIA,4
outrosSintomas_DESCONFORTO_NO_PEITO,4
outrasCondicoes_HEMATOLOGISTA,4
outrasCondicoes_Disautonomia,4
outrosSintomas_OSTENIA,4
outrasCondicoes_SINUSITE_E_BRONQUITE,4
outrosSintomas_Dificuldade_respiratória,4
outrasCondicoes_POSITIVO_PARA_INFLUENZA_B.,4
outrosSintomas_otalgia.,4
outrosSintomas_ROCO,4
outrosSintomas_GRIPADA,4
outrasCondicoes_TUBERCULOSE_EM_TRATAMENTO,4
outrasCondicoes_NORFLOXACINO,4
outrasCondicoes_HAS_E_CADIOPATA,4
outrosSintomas_QUEDA_DO_ESTADO_GERAL.,4
outrasCondicoes_FARMÁCIAS_SÃO_JOÃO,4
outrasCondicoes_Dor_no_corpo,4
"outrosSintomas_CANSAÇO/FADIGA,DESCONFORTO_RESPIRATORIO/APERTO_TORACICO",4
outrasCondicoes_A_CRITERIO_MEDICO,4
outrosSintomas_Colica,4
outrasCondicoes_HDL,4
outrosSintomas_NAUSEAS_+_MIALGIA,4
outrosSintomas_DIARRÉIA_E_NÁUSEAS,4
outrosSintomas_DOR_RETRO-OCULAR,4
outrosSintomas_ENTUBADO,4
outrosSintomas_Disuria,4
outrasCondicoes_S/_comorbidades,4
outrosSintomas_tiragem_intercostal,4
outrasCondicoes_NÃO_FOI_REALIZADO_TESTE_NO_HOSPITAL,4
outrosSintomas_DOR_NO_CORPO_E_DOR_NO_PEITO,4
outrosSintomas_Cnasaço,4
outrasCondicoes_reagente_influenza_tipo_B,4
outrasCondicoes_sem_mais,4
outrasCondicoes_Desnutrição_grave,4
outrasCondicoes_rastreio,4
"outrosSintomas_DOR_NO_CORPO,DIARREIA",4
outrasCondicoes_HIPERTENSÃO_GESTACIONAL,4
outrasCondicoes_Rinite_e_Sinusite,4
outrosSintomas_diarréia_e_cansaço,4
"outrosSintomas_NAUSEA/VOMITO,DOR_TORAXICA",4
outrosSintomas_CEFALÉIA_E_FADIGA,4
outrosSintomas_Bronquite,4
outrosSintomas_FADIGA___DIARREIA,4
outrasCondicoes_DOR_DE_CABEÇA,4
outrosSintomas_NÃO_HÁ_INFORMAÇÃO_NO_PRONTUARIO,4
outrosSintomas_1_DIA.,4
outrosSintomas_DOR_NO_CORPO;_DOR_EM_MMII,4
outrosSintomas_PERDA_OLFATO_E_PALADAR,4
outrosSintomas_FRAQUEZA_NAS_PERNAS,4
outrasCondicoes_nao_se_aplica,4
outrosSintomas_POSITIVO_INFLUENZA_A,4
outrasCondicoes_Asma_compensada,4
outrasCondicoes_GASTROPLASTIA,4
outrasCondicoes_Sobrepeso,4
outrosSintomas__ESPIRROS__,4
outrasCondicoes_SD_DOWN,4
outrosSintomas_mialgia_e_congestão_nasal,4
outrosSintomas_contato_com_caso_positivo_para_covid-19.,4
outrasCondicoes_Cardiopata,4
outrasCondicoes_Sem_comorbidades.,4
outrasCondicoes_TRANSTORNO_PSIQUIATRICO,4
outrasCondicoes_dpoc,4
outrasCondicoes_PARAPLEGICO,4
outrasCondicoes_CRIANCA_MENOR_DE_5_ANOS,4
"outrosSintomas_CALAFRIOS,MIALGIA/ARTRALGIA",4
"outrosSintomas_DOR_RETROORBITARIA,",4
